cliente,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
LUIZ RODRIGUES,frutas,patê,bolo,palmito,azeitona,batata,alho,bolo,milho verde,,,,,,,,,
JOÃO OLIVEIRA,granola,queijo,suco,pizza,refrigerante,cerveja artesanal,cerveja artesanal,,,,,,,,,,,
PEDRO SOARES,biscoito,alface,frango,arroz,feijão,salada,açúcar,cenoura,torrada,,,,,,,,,
GABRIEL NÁPOLES,frutas,azeite,,,,,,,,,,,,,,,,
FILIPE CARDOSO,uva,farinha de mandioca,feijão,,,,,,,,,,,,,,,
FILIPE MASSI,whisky,uva,biscoito,lasanha,queijo,castanhas,gelatina,torrada,picanha,detergente,vinho tinto,presunto,pão,,,,,
JOÃO OLIVEIRA,refrigerante,abacaxi,,,,,,,,,,,,,,,,
WEMERSON NETO,laranja,cereal,azeitona,uva,,,,,,,,,,,,,,
SERGIO DEMARQUE,bolo,cenoura,lasanha,verduras,feijão,hambúrguer,batata frita,cerveja,,,,,,,,,,
VICTOR SILVA,sardinha enlatada,linguiça,molho pesto,pudim,verduras,,,,,,,,,,,,,
LUIZ SILVA,laranja,sabão,verduras,batata frita,tomate,batata,manga,,,,,,,,,,,
WEMERSON LIMA,farinha de trigo,tempero pronto,filé de frango,,,,,,,,,,,,,,,
GUSTAVO LIMA,vinho branco,queijo,presunto,pão,feijão,laranja,,,,,,,,,,,,
SÁVIO MASSI,cebola,pão,,,,,,,,,,,,,,,,
VICTOR BANDEIRA,hambúrguer,batata frita,cerveja,catchup,mostarda,peito de peru,bolo,sabão,mostarda,frango,,,,,,,,
ALYSON SANTOS,atum enlatado,leite,palmito,mel,,,,,,,,,,,,,,
DAVI COSTA,vinho branco,queijo,,,,,,,,,,,,,,,,
ALYSON MASSI,cogumelo,alface,manteiga,macarrão,alho,desinfetante,verduras,,,,,,,,,,,
VANESSA BANDEIRA,farinha de mandioca,azeitona,queijo,,,,,,,,,,,,,,,
SÁVIO DEMARQUE,energético,filé de frango,,,,,,,,,,,,,,,,
MAYCON OLIVEIRA,lasanha,bisnaguinha,,,,,,,,,,,,,,,,
PEDRO SANTOS,sopa pronta,espumante,verduras,hambúrguer,batata frita,cerveja,catchup,,,,,,,,,,,
GABRIEL NETO,papel higiênico,granola,pizza,cerveja artesanal,,,,,,,,,,,,,,
SERGIO CRUZ,desinfetante,cenoura,água tônica,cerveja,,,,,,,,,,,,,,
MAYCON SILVA,sorvete,cerveja,picanha,carvão,salsicha,verduras,verduras,massa de pizza,,,,,,,,,,
GUSTAVO SANTOS,atum enlatado,refrigerante,,,,,,,,,,,,,,,,
WEMERSON RODRIGUES,molho pesto,salada,,,,,,,,,,,,,,,,
LUIZ NETO,açúcar,pudim,iogurte,,,,,,,,,,,,,,,
LUIZ LIMA,frutas,pão,manteiga,queijo,presunto,,,,,,,,,,,,,
JOÃO NETO,óleo de soja,nutella,sal,linguiça,,,,,,,,,,,,,,
SÁVIO SILVA,café,açúcar,bolo,,,,,,,,,,,,,,,
JÚLIO BANDEIRA,tempero pronto,kiwi,geleia,manga,,,,,,,,,,,,,,
JOÃO OLIVEIRA,massa de pizza,alho,energético,sal,,,,,,,,,,,,,,
JOÃO LIMA,frango,arroz,,,,,,,,,,,,,,,,
WEMERSON LIMA,azeite,feijão,,,,,,,,,,,,,,,,
VICTOR OLIVEIRA,catchup,cerveja,picanha,carvão,queijo,,,,,,,,,,,,,
JOÃO COSTA,maionese,papel higiênico,,,,,,,,,,,,,,,,
OTÁVIO SILVA,patê,molho branco,,,,,,,,,,,,,,,,
MAYCON SOARES,filé de frango,feijão,salada,,,,,,,,,,,,,,,
LUIZ SOARES,molho de tomate,suco de laranja,pão,manteiga,,,,,,,,,,,,,,
SERGIO SILVA,iogurte,carvão,picanha,cerveja,salsicha,kiwi,bolo,óleo de soja,óleo de soja,água de coco,uva,molho branco,,,,,,
OTÁVIO OLIVEIRA,pão,manteiga,,,,,,,,,,,,,,,,
DANIEL BANDEIRA,manga,suco,energético,arroz,feijão,frango,salada,manteiga,,,,,,,,,,
JÚLIO SOARES,peito de peru,açúcar,vinho tinto,queijo,presunto,abacaxi,cerveja,,,,,,,,,,,
JOÃO BANDEIRA,café,açúcar,,,,,,,,,,,,,,,,
JOÃO RODRIGUES,pimenta,vinho branco,queijo,pão,pimenta,suco,sorvete,,,,,,,,,,,
SÁVIO NETO,molho de tomate,carvão,,,,,,,,,,,,,,,,
VICTOR OLIVEIRA,cerveja,picanha,,,,,,,,,,,,,,,,
DAVI COSTA,queijo,vinho,azeite,linguiça,desinfetante,alho,cebola,,,,,,,,,,,
DANIEL DEMARQUE,sorvete,sardinha enlatada,,,,,,,,,,,,,,,,
WEMERSON CARDOSO,manga,picanha,água tônica,whisky,maçã,granola,,,,,,,,,,,,
SERGIO CARDOSO,vinho,queijo,,,,,,,,,,,,,,,,
GABRIEL BANDEIRA,batata,vodka,picanha,carne moída,iogurte,atum enlatado,picanha,iogurte,vinho branco,queijo,,,,,,,,
OTÁVIO OLIVEIRA,peixe,atum enlatado,whisky,salsicha,papel higiênico,macarrão,kiwi,café,,,,,,,,,,
MAYCON DEMARQUE,gelatina,milho verde,cerveja artesanal,,,,,,,,,,,,,,,
SÁVIO OLIVEIRA,geleia,açúcar,,,,,,,,,,,,,,,,
GUSTAVO SOARES,sardinha enlatada,granola,,,,,,,,,,,,,,,,
MAYCON DEMARQUE,sardinha enlatada,hambúrguer,batata frita,,,,,,,,,,,,,,,
WEMERSON NETO,achocolatado,alho,batata,açúcar,,,,,,,,,,,,,,
JÚLIO SOARES,chocolate,sorvete,queijo ralado,,,,,,,,,,,,,,,
GUSTAVO RODRIGUES,refrigerante,vinho,pão,bolo,sabão,,,,,,,,,,,,,
VICTOR SILVA,batata,suco de laranja,manteiga,vinho branco,presunto,pão,atum enlatado,,,,,,,,,,,
SÁVIO NÁPOLES,achocolatado,água de coco,lasanha,batata,linguiça,biscoito,,,,,,,,,,,,
MAYCON NETO,carvão,picanha,,,,,,,,,,,,,,,,
VANESSA DEMARQUE,carne moída,frutas,,,,,,,,,,,,,,,,
MAYCON CARDOSO,queijo,peixe,iogurte,atum enlatado,chá,queijo ralado,nhoque,whisky,molho branco,,,,,,,,,
GUSTAVO MASSI,suco,vinagre,,,,,,,,,,,,,,,,
FILIPE LIMA,vinagre,granola,,,,,,,,,,,,,,,,
PEDRO CARDOSO,pimenta,geleia,carne moída,,,,,,,,,,,,,,,
JÚLIO SILVA,vinho tinto,queijo,,,,,,,,,,,,,,,,
LUIZ LIMA,mostarda,suco de laranja,pão,,,,,,,,,,,,,,,
GUSTAVO CRUZ,carne moída,maionese,açúcar,,,,,,,,,,,,,,,
GABRIEL SOARES,energético,torrada,patê,nhoque,achocolatado,kiwi,atum enlatado,,,,,,,,,,,
JOÃO DEMARQUE,cenoura,desinfetante,papel higiênico,frango,arroz,feijão,salada,,,,,,,,,,,
OTÁVIO BANDEIRA,farinha de trigo,manga,detergente,chá,batata frita,,,,,,,,,,,,,
OTÁVIO OLIVEIRA,banana,batata frita,cerveja,picanha,carvão,salsicha,tempero pronto,cebola,,,,,,,,,,
MAYCON NÁPOLES,papel higiênico,presunto,macarrão,whisky,mel,kiwi,,,,,,,,,,,,
VANESSA SANTOS,macarrão,maionese,bisnaguinha,cogumelo,,,,,,,,,,,,,,
PEDRO NETO,macarrão,pudim,salsicha,atum enlatado,maionese,,,,,,,,,,,,,
LUIZ NÁPOLES,pimenta,massa de pizza,manga,chá,,,,,,,,,,,,,,
DAVI OLIVEIRA,cereal,café,açúcar,,,,,,,,,,,,,,,
GABRIEL SOARES,sardinha enlatada,cereal,macarrão,sorvete,,,,,,,,,,,,,,
PEDRO SILVA,cerveja artesanal,mostarda,,,,,,,,,,,,,,,,
GABRIEL CARDOSO,hambúrguer,batata frita,cerveja,catchup,pudim,,,,,,,,,,,,,
WEMERSON NETO,palmito,molho pesto,,,,,,,,,,,,,,,,
DAVI BANDEIRA,energético,arroz,feijão,frango,salada,pimenta,suco,,,,,,,,,,,
JOÃO OLIVEIRA,suco,geleia,cebola,queijo,,,,,,,,,,,,,,
SERGIO NÁPOLES,presunto,pizza,refrigerante,cerveja artesanal,achocolatado,,,,,,,,,,,,,
VANESSA BANDEIRA,palmito,barra de cereal,batata frita,achocolatado,refrigerante,chocolate,,,,,,,,,,,,
JÚLIO LIMA,mostarda,maionese,sardinha enlatada,sal,farinha de trigo,vinho tinto,queijo,,,,,,,,,,,
PEDRO LIMA,frango,feijão,,,,,,,,,,,,,,,,
MAYCON NETO,cerveja,picanha,carvão,salsicha,,,,,,,,,,,,,,
VICTOR SOARES,vinagre,torrada,picanha,suco de laranja,pão,manteiga,bolo,água de coco,,,,,,,,,,
GUSTAVO MASSI,banana,queijo,,,,,,,,,,,,,,,,
SERGIO MASSI,carne moída,filé de frango,arroz,feijão,salada,maçã,,,,,,,,,,,,
DAVI RODRIGUES,pão,queijo,,,,,,,,,,,,,,,,
DANIEL NETO,queijo,barra de cereal,,,,,,,,,,,,,,,,
SÁVIO OLIVEIRA,manga,espumante,azeite,morango,pizza,,,,,,,,,,,,,
OTÁVIO SOARES,café,açúcar,,,,,,,,,,,,,,,,
GABRIEL CARDOSO,café,açúcar,,,,,,,,,,,,,,,,
VICTOR BANDEIRA,massa de pizza,chá,,,,,,,,,,,,,,,,
ALYSON NETO,morango,açúcar,vodka,carne moída,pudim,salsicha,queijo ralado,nutella,peito de peru,sabão,,,,,,,,
FILIPE COSTA,cogumelo,detergente,presunto,iogurte,massa de pizza,,,,,,,,,,,,,
SÁVIO COSTA,água de coco,manga,espumante,salada,cenoura,azeite,,,,,,,,,,,,
DANIEL OLIVEIRA,verduras,energético,carne moída,nhoque,,,,,,,,,,,,,,
MAYCON SILVA,torrada,carvão,picanha,,,,,,,,,,,,,,,
GABRIEL NETO,energético,leite,,,,,,,,,,,,,,,,
PEDRO CRUZ,farinha de mandioca,carvão,cerveja,,,,,,,,,,,,,,,
SÁVIO SANTOS,vinho branco,queijo,,,,,,,,,,,,,,,,
MAYCON LIMA,vinho tinto,queijo,cerveja,picanha,queijo ralado,chá,mel,peito de peru,,,,,,,,,,
LUIZ DEMARQUE,peito de peru,abacaxi,cebola,açúcar,pão,manteiga,patê,alface,,,,,,,,,,
FILIPE RODRIGUES,molho branco,carne moída,sal,ervilha,ervilha,batata frita,macarrão,lasanha,cerveja artesanal,carne moída,,,,,,,,
DAVI SILVA,desinfetante,pizza,refrigerante,cerveja artesanal,papel higiênico,vinagre,açúcar,,,,,,,,,,,
ALYSON LIMA,nutella,molho branco,,,,,,,,,,,,,,,,
DAVI NETO,maçã,amendoim,,,,,,,,,,,,,,,,
DANIEL OLIVEIRA,frutas,gelatina,salsicha,molho pesto,maçã,refrigerante,energético,,,,,,,,,,,
GABRIEL SANTOS,atum enlatado,nutella,patê,sorvete,granola,carvão,,,,,,,,,,,,
PEDRO SOARES,cerveja,carvão,,,,,,,,,,,,,,,,
FILIPE MASSI,bisnaguinha,vinagre,sal,lasanha,abacaxi,geleia,,,,,,,,,,,,
DAVI SOARES,kiwi,desinfetante,salsicha,farinha de mandioca,pão,manteiga,presunto,,,,,,,,,,,
OTÁVIO RODRIGUES,peito de peru,catchup,óleo de soja,frutas,cogumelo,,,,,,,,,,,,,
ALYSON COSTA,maionese,vodka,vinho branco,queijo,,,,,,,,,,,,,,
SÁVIO BANDEIRA,bolo,carne moída,,,,,,,,,,,,,,,,
GUSTAVO OLIVEIRA,feijão,maçã,,,,,,,,,,,,,,,,
SERGIO DEMARQUE,suco,detergente,macarrão,energético,maionese,detergente,pimenta,,,,,,,,,,,
SÁVIO OLIVEIRA,verduras,chocolate,sorvete,,,,,,,,,,,,,,,
ALYSON NETO,água de coco,arroz,salada,atum enlatado,,,,,,,,,,,,,,
MAYCON COSTA,frango,feijão,salada,queijo ralado,batata,pão,manteiga,queijo,presunto,geleia,gelatina,,,,,,,
ALYSON SANTOS,nhoque,feijão,picanha,ervilha,café,bolo,carvão,,,,,,,,,,,
VANESSA SANTOS,batata frita,biscoito,farinha de trigo,mostarda,desinfetante,mel,,,,,,,,,,,,
MAYCON OLIVEIRA,carne moída,farinha de mandioca,mostarda,castanhas,leite,,,,,,,,,,,,,
DAVI DEMARQUE,mostarda,banana,pudim,milho verde,água tônica,castanhas,achocolatado,patê,peixe,salsicha,,,,,,,,
SÁVIO COSTA,detergente,filé de frango,arroz,feijão,gelatina,queijo,sardinha enlatada,papel higiênico,café,açúcar,bolo,,,,,,,
SERGIO SANTOS,pudim,palmito,chá,pepino,açúcar,suco,milho verde,maçã,,,,,,,,,,
ALYSON DEMARQUE,sardinha enlatada,pepino,frango,arroz,feijão,detergente,achocolatado,,,,,,,,,,,
FILIPE CRUZ,bisnaguinha,açúcar,,,,,,,,,,,,,,,,
SERGIO NETO,verduras,espumante,bolo,cerveja,morango,,,,,,,,,,,,,
GABRIEL NETO,energético,azeite,achocolatado,sardinha enlatada,,,,,,,,,,,,,,
WEMERSON NETO,açúcar,sorvete,massa de pizza,alface,granola,,,,,,,,,,,,,
DANIEL SILVA,farinha de trigo,açúcar,laranja,cenoura,manga,vinho,queijo,presunto,,,,,,,,,,
JÚLIO NÁPOLES,mostarda,alface,,,,,,,,,,,,,,,,
LUIZ BANDEIRA,cerveja,picanha,carvão,,,,,,,,,,,,,,,
WEMERSON DEMARQUE,detergente,cerveja artesanal,tempero pronto,salsicha,feijão,,,,,,,,,,,,,
ALYSON NÁPOLES,peixe,peixe,salsicha,,,,,,,,,,,,,,,
GABRIEL DEMARQUE,presunto,suco,,,,,,,,,,,,,,,,
MAYCON DEMARQUE,feijão,massa de pizza,peixe,pizza,refrigerante,cerveja artesanal,vinho tinto,queijo,,,,,,,,,,
JÚLIO SANTOS,vinho tinto,queijo,pão,bolo,palmito,,,,,,,,,,,,,
PEDRO SILVA,manga,nutella,,,,,,,,,,,,,,,,
ALYSON NÁPOLES,laranja,cenoura,chocolate,sorvete,feijão,vinagre,,,,,,,,,,,,
GUSTAVO SILVA,manga,pimenta,molho de tomate,granola,leite,hambúrguer,batata frita,,,,,,,,,,,
SÁVIO CRUZ,bisnaguinha,achocolatado,mostarda,verduras,morango,,,,,,,,,,,,,
DANIEL OLIVEIRA,café,açúcar,leite,sorvete,kiwi,vinho tinto,queijo,,,,,,,,,,,
VICTOR OLIVEIRA,salada,alface,tomate,cenoura,azeite,,,,,,,,,,,,,
DANIEL CARDOSO,pizza,refrigerante,cerveja artesanal,,,,,,,,,,,,,,,
OTÁVIO RODRIGUES,milho verde,peito de peru,,,,,,,,,,,,,,,,
VANESSA SANTOS,peito de peru,espumante,verduras,massa de pizza,,,,,,,,,,,,,,
JÚLIO SILVA,mel,espumante,pizza,refrigerante,cerveja artesanal,,,,,,,,,,,,,
DANIEL SANTOS,tempero pronto,alface,vinho tinto,queijo,vinho tinto,pão,molho de tomate,hambúrguer,,,,,,,,,,
ALYSON LIMA,frango,feijão,salada,chá,,,,,,,,,,,,,,
GUSTAVO SILVA,açúcar,açúcar,suco,mel,cogumelo,papel higiênico,,,,,,,,,,,,
VICTOR OLIVEIRA,vinagre,vinagre,,,,,,,,,,,,,,,,
SERGIO CARDOSO,barra de cereal,mel,,,,,,,,,,,,,,,,
JOÃO NETO,cerveja artesanal,massa de pizza,alface,torrada,,,,,,,,,,,,,,
GABRIEL SANTOS,bolo,sardinha enlatada,,,,,,,,,,,,,,,,
VANESSA MASSI,batata frita,água tônica,vinho branco,queijo,presunto,pão,mostarda,,,,,,,,,,,
PEDRO BANDEIRA,presunto,vinho tinto,queijo,tomate,catchup,banana,,,,,,,,,,,,
DAVI RODRIGUES,massa de pizza,molho de tomate,molho branco,chocolate,sorvete,,,,,,,,,,,,,
VANESSA COSTA,peixe,farinha de mandioca,vinagre,chá,pimenta,castanhas,,,,,,,,,,,,
VICTOR OLIVEIRA,cogumelo,presunto,sopa pronta,nutella,água tônica,uva,milho verde,castanhas,tomate,limão,mostarda,molho branco,,,,,,
GABRIEL NÁPOLES,cogumelo,bisnaguinha,carne moída,,,,,,,,,,,,,,,
ALYSON SANTOS,molho branco,maionese,,,,,,,,,,,,,,,,
SERGIO BANDEIRA,espumante,carvão,picanha,cerveja,salsicha,,,,,,,,,,,,,
SÁVIO CARDOSO,batata,cerveja artesanal,salsicha,atum enlatado,,,,,,,,,,,,,,
JOÃO COSTA,picanha,papel higiênico,açúcar,,,,,,,,,,,,,,,
SERGIO LIMA,barra de cereal,laranja,,,,,,,,,,,,,,,,
VICTOR SILVA,leite,cogumelo,manga,,,,,,,,,,,,,,,
SÁVIO MASSI,atum enlatado,hambúrguer,batata frita,cerveja,catchup,,,,,,,,,,,,,
DAVI OLIVEIRA,queijo ralado,café,açúcar,,,,,,,,,,,,,,,
DAVI NÁPOLES,pizza,refrigerante,cerveja artesanal,café,açúcar,bolo,leite,cenoura,granola,peito de peru,farinha de mandioca,torrada,tomate,,,,,
JÚLIO NETO,água tônica,vinho branco,,,,,,,,,,,,,,,,
GUSTAVO NÁPOLES,chocolate,sorvete,,,,,,,,,,,,,,,,
DANIEL SOARES,alface,frutas,,,,,,,,,,,,,,,,
PEDRO NÁPOLES,peito de peru,peixe,desinfetante,água tônica,laranja,,,,,,,,,,,,,
SERGIO CRUZ,verduras,macarrão,,,,,,,,,,,,,,,,
MAYCON NETO,papel higiênico,uva,chocolate,,,,,,,,,,,,,,,
VICTOR SILVA,batata frita,banana,molho branco,amendoim,,,,,,,,,,,,,,
GABRIEL SANTOS,cereal,queijo,,,,,,,,,,,,,,,,
VICTOR SILVA,torrada,geleia,cereal,verduras,peito de peru,molho pesto,salsicha,mel,vinho branco,queijo,presunto,,,,,,,
JOÃO CARDOSO,whisky,bisnaguinha,mel,cereal,barra de cereal,azeitona,bolo,frutas,,,,,,,,,,
OTÁVIO DEMARQUE,cogumelo,cebola,bolo,vinho,pão,café,açúcar,leite,verduras,,,,,,,,,
GABRIEL SOARES,sal,manga,,,,,,,,,,,,,,,,
JÚLIO DEMARQUE,mel,macarrão,pizza,refrigerante,cerveja artesanal,kiwi,detergente,papel higiênico,,,,,,,,,,
DAVI OLIVEIRA,pão,manteiga,queijo,geleia,lasanha,iogurte,,,,,,,,,,,,
DANIEL CRUZ,biscoito,sardinha enlatada,filé de frango,feijão,feijão,detergente,cerveja,,,,,,,,,,,
FILIPE NÁPOLES,leite,atum enlatado,abacaxi,chá,ervilha,palmito,tomate,vinagre,,,,,,,,,,
DAVI SOARES,catchup,cebola,,,,,,,,,,,,,,,,
FILIPE SOARES,sardinha enlatada,alface,linguiça,,,,,,,,,,,,,,,
DANIEL NETO,café,açúcar,bolo,leite,maçã,abacaxi,molho branco,filé de frango,,,,,,,,,,
GABRIEL NÁPOLES,queijo ralado,energético,,,,,,,,,,,,,,,,
SÁVIO SANTOS,salada,alface,tomate,cenoura,azeite,vinagre,linguiça,queijo ralado,pepino,cerveja,,,,,,,,
VICTOR SILVA,mel,batata frita,cerveja,picanha,atum enlatado,molho pesto,,,,,,,,,,,,
SÁVIO DEMARQUE,café,açúcar,bolo,leite,,,,,,,,,,,,,,
GUSTAVO CRUZ,vodka,cereal,vinho,queijo,presunto,,,,,,,,,,,,,
JOÃO DEMARQUE,linguiça,palmito,,,,,,,,,,,,,,,,
SERGIO SILVA,uva,detergente,açúcar,,,,,,,,,,,,,,,
PEDRO OLIVEIRA,sal,pimenta,cerveja artesanal,leite,espumante,energético,pão,manteiga,,,,,,,,,,
SÁVIO NETO,sal,kiwi,manga,sardinha enlatada,queijo ralado,verduras,milho verde,pudim,gelatina,,,,,,,,,
FILIPE SOARES,patê,lasanha,farinha de mandioca,farinha de trigo,arroz,feijão,frango,salada,peixe,pão,geleia,peixe,maionese,molho branco,,,,
DANIEL SILVA,batata frita,cereal,sopa pronta,farinha de trigo,,,,,,,,,,,,,,
OTÁVIO DEMARQUE,leite,vinho branco,,,,,,,,,,,,,,,,
SÁVIO SILVA,catchup,sorvete,batata,,,,,,,,,,,,,,,
VICTOR MASSI,molho branco,geleia,,,,,,,,,,,,,,,,
JOÃO OLIVEIRA,uva,bisnaguinha,whisky,gelatina,,,,,,,,,,,,,,
PEDRO NETO,cenoura,pudim,mostarda,massa de pizza,pudim,molho pesto,,,,,,,,,,,,
ALYSON BANDEIRA,batata,leite,milho verde,cereal,,,,,,,,,,,,,,
JÚLIO MASSI,catchup,linguiça,manga,queijo,frutas,água de coco,laranja,vodka,,,,,,,,,,
WEMERSON MASSI,farinha de trigo,cebola,arroz,feijão,,,,,,,,,,,,,,
VICTOR BANDEIRA,sal,molho pesto,batata frita,,,,,,,,,,,,,,,
VANESSA COSTA,torrada,biscoito,,,,,,,,,,,,,,,,
FILIPE MASSI,pepino,batata,,,,,,,,,,,,,,,,
SERGIO SOARES,pão,manteiga,,,,,,,,,,,,,,,,
SERGIO LIMA,chocolate,sorvete,,,,,,,,,,,,,,,,
LUIZ DEMARQUE,granola,limão,pão,manteiga,queijo,presunto,geleia,cebola,peito de peru,,,,,,,,,
FILIPE MASSI,granola,cerveja,picanha,cenoura,chá,manteiga,alho,morango,,,,,,,,,,
PEDRO SOARES,leite,manteiga,cebola,atum enlatado,óleo de soja,maçã,óleo de soja,pizza,cerveja artesanal,,,,,,,,,
MAYCON SOARES,sorvete,limão,,,,,,,,,,,,,,,,
WEMERSON BANDEIRA,milho verde,morango,,,,,,,,,,,,,,,,
DAVI LIMA,mostarda,tempero pronto,,,,,,,,,,,,,,,,
ALYSON DEMARQUE,energético,lasanha,tomate,gelatina,sorvete,,,,,,,,,,,,,
FILIPE LIMA,açúcar,batata frita,sorvete,azeitona,kiwi,torrada,,,,,,,,,,,,
DANIEL OLIVEIRA,tomate,pizza,refrigerante,cerveja artesanal,bisnaguinha,nhoque,morango,arroz,,,,,,,,,,
SÁVIO SILVA,salada,alface,tomate,cenoura,azeite,,,,,,,,,,,,,
JOÃO LIMA,suco de laranja,pão,manteiga,bolo,hambúrguer,batata frita,mostarda,hambúrguer,cerveja,catchup,peito de peru,,,,,,,
MAYCON SILVA,kiwi,molho pesto,laranja,cogumelo,,,,,,,,,,,,,,
GABRIEL RODRIGUES,ervilha,iogurte,,,,,,,,,,,,,,,,
GUSTAVO CRUZ,feijão,peito de peru,,,,,,,,,,,,,,,,
PEDRO SILVA,nhoque,morango,,,,,,,,,,,,,,,,
OTÁVIO OLIVEIRA,milho verde,laranja,espumante,feijão,catchup,,,,,,,,,,,,,
PEDRO MASSI,nhoque,molho branco,,,,,,,,,,,,,,,,
MAYCON SANTOS,macarrão,energético,café,leite,uva,molho pesto,cerveja,picanha,,,,,,,,,,
VICTOR SOARES,uva,alho,banana,macarrão,carvão,salsicha,vodka,pão,manteiga,,,,,,,,,
FILIPE COSTA,alho,tempero pronto,,,,,,,,,,,,,,,,
VICTOR DEMARQUE,espumante,vinho,queijo,presunto,pão,carne moída,molho pesto,picanha,,,,,,,,,,
LUIZ SOARES,energético,vinho branco,,,,,,,,,,,,,,,,
SERGIO LIMA,água tônica,barra de cereal,peito de peru,vinho branco,queijo,pão,,,,,,,,,,,,
WEMERSON RODRIGUES,frutas,farinha de trigo,peixe,granola,milho verde,água de coco,carvão,picanha,cerveja,,,,,,,,,
GABRIEL LIMA,palmito,maionese,mostarda,energético,peito de peru,,,,,,,,,,,,,
JOÃO COSTA,arroz,frango,,,,,,,,,,,,,,,,
FILIPE MASSI,chá,abacaxi,,,,,,,,,,,,,,,,
JOÃO DEMARQUE,uva,peixe,azeitona,uva,,,,,,,,,,,,,,
OTÁVIO NÁPOLES,morango,pudim,sardinha enlatada,sabão,,,,,,,,,,,,,,
DAVI SILVA,tempero pronto,nutella,cebola,suco de laranja,,,,,,,,,,,,,,
GUSTAVO OLIVEIRA,leite,milho verde,carne moída,pudim,,,,,,,,,,,,,,
LUIZ SANTOS,sopa pronta,vinho,queijo,presunto,pão,,,,,,,,,,,,,
FILIPE NETO,água tônica,atum enlatado,,,,,,,,,,,,,,,,
WEMERSON COSTA,tempero pronto,abacaxi,cerveja,picanha,,,,,,,,,,,,,,
DAVI SOARES,bisnaguinha,vodka,whisky,ervilha,cenoura,azeite,manga,sorvete,frutas,refrigerante,,,,,,,,
MAYCON NÁPOLES,vinagre,kiwi,castanhas,,,,,,,,,,,,,,,
SERGIO CRUZ,macarrão,macarrão,detergente,,,,,,,,,,,,,,,
OTÁVIO NÁPOLES,sardinha enlatada,salada,alface,tomate,cenoura,azeite,vinagre,hambúrguer,,,,,,,,,,
DANIEL SILVA,sardinha enlatada,mel,,,,,,,,,,,,,,,,
WEMERSON NÁPOLES,papel higiênico,hambúrguer,batata frita,cerveja,catchup,farinha de trigo,lasanha,ervilha,batata frita,,,,,,,,,
ALYSON SILVA,massa de pizza,palmito,,,,,,,,,,,,,,,,
MAYCON COSTA,macarrão,hambúrguer,batata frita,catchup,mostarda,,,,,,,,,,,,,
MAYCON NÁPOLES,abacaxi,alface,mel,açúcar,vinho,,,,,,,,,,,,,
OTÁVIO SOARES,vinho,queijo,presunto,energético,palmito,geleia,laranja,cereal,,,,,,,,,,
OTÁVIO MASSI,tempero pronto,farinha de mandioca,água tônica,banana,,,,,,,,,,,,,,
DAVI NETO,tomate,cereal,,,,,,,,,,,,,,,,
GUSTAVO MASSI,bolo,cebola,pão,manteiga,queijo,presunto,geleia,maionese,biscoito,,,,,,,,,
SERGIO COSTA,pudim,cebola,,,,,,,,,,,,,,,,
JOÃO OLIVEIRA,sabão,cenoura,palmito,frango,arroz,,,,,,,,,,,,,
SERGIO CRUZ,laranja,chocolate,,,,,,,,,,,,,,,,
LUIZ NÁPOLES,molho branco,cerveja,,,,,,,,,,,,,,,,
GABRIEL DEMARQUE,suco de laranja,pão,manteiga,bolo,iogurte,uva,molho pesto,peito de peru,linguiça,picanha,suco de laranja,picanha,,,,,,
JÚLIO COSTA,amendoim,biscoito,granola,cereal,,,,,,,,,,,,,,
SÁVIO NETO,farinha de mandioca,ervilha,pão,manteiga,geleia,,,,,,,,,,,,,
ALYSON MASSI,pudim,vinho branco,,,,,,,,,,,,,,,,
ALYSON MASSI,salsicha,gelatina,,,,,,,,,,,,,,,,
DANIEL SILVA,peixe,barra de cereal,palmito,sabão,sal,,,,,,,,,,,,,
FILIPE SILVA,pão,manteiga,queijo,espumante,limão,detergente,,,,,,,,,,,,
DANIEL NÁPOLES,atum enlatado,leite,verduras,palmito,água tônica,macarrão,morango,,,,,,,,,,,
MAYCON COSTA,manteiga,queijo,vinho branco,pão,tomate,,,,,,,,,,,,,
WEMERSON RODRIGUES,azeitona,verduras,farinha de trigo,farinha de trigo,vinho tinto,queijo,,,,,,,,,,,,
GABRIEL BANDEIRA,molho pesto,catchup,nhoque,tempero pronto,pizza,refrigerante,,,,,,,,,,,,
WEMERSON RODRIGUES,feijão,vinho tinto,,,,,,,,,,,,,,,,
VANESSA BANDEIRA,água de coco,peito de peru,kiwi,laranja,pudim,,,,,,,,,,,,,
DAVI LIMA,molho de tomate,filé de frango,feijão,salada,massa de pizza,frango,arroz,,,,,,,,,,,
GABRIEL LIMA,cerveja,picanha,carvão,salsicha,refrigerante,espumante,tomate,,,,,,,,,,,
DAVI MASSI,suco,detergente,arroz,,,,,,,,,,,,,,,
DAVI SOARES,carvão,picanha,,,,,,,,,,,,,,,,
SERGIO SILVA,milho verde,chocolate,,,,,,,,,,,,,,,,
SÁVIO OLIVEIRA,lasanha,palmito,tempero pronto,carne moída,,,,,,,,,,,,,,
JÚLIO NÁPOLES,salsicha,achocolatado,palmito,espumante,detergente,iogurte,milho verde,torrada,,,,,,,,,,
ALYSON RODRIGUES,óleo de soja,nhoque,,,,,,,,,,,,,,,,
DAVI CRUZ,energético,kiwi,,,,,,,,,,,,,,,,
