Nome,Salario,Nascimento,Cargo,Ano
LETICIA STANZANI DE JESUS,6294.0,1952-05-12,Gerente,1952.0
SAMUEL DA SILVA BIANQUINI,11064.0,1996-06-03,,1996.0
THIAGO CUNHA DE OLIVEIRA,2950.7999999999997,1985-02-28,Analista,1985.0
VICTOR WILSTONY DE SOUZA MENDES,4182.400000000001,1981-02-02,Estagiário,1981.0
VICTOR PICANÇO SANTOS FERREIRA SILVA,,1960-05-08,Estagiário,1960.0
JOÃO MATHEUS DA SILVA,7112.3,1967-05-05,Coordenador,1967.0
LEVI RIBEIRO AMORIM,4065.6,,Analista,
JOÃO BRENO PRADO SILVA,1686.0,1955-08-12,Analista,1955.0
LUCAS CARLOS DE SOUZA,4380.0,1995-11-06,Diretor,1995.0
TIAGO SEGURASSE GONÇALVES,2367.2000000000003,1976-06-19,Estagiário,1976.0
ARTHUR PICANÇO SANTOS FERREIRA SILVA,3565.1000000000004,1952-01-11,Desenvolvedor,1952.0
GABRIEL GONÇALVES DOS SANTOS,8660.4,1959-09-15,Analista,1959.0
SAMUEL DA CUNHA TEIXEIRA,9541.400000000001,1973-09-21,Desenvolvedor,1973.0
VICTOR CASTILHO CARDOSO,11432.0,1994-06-22,,1994.0
MICAEL VITOR FAÇANHA NEVES,16812.0,1976-11-22,Diretor,1976.0
GUILHERME MALAQUIAS DE SOUZA OLIVEIRA,1286.3999999999999,1951-03-24,Analista,1951.0
TIAGO MATOS LIMA DA CUNHA,25087.138842735243,1973-02-09,Auxiliar,1973.0
GABRIEL MALAQUIAS DE SOUZA OLIVEIRA,5157.900000000001,,Desenvolvedor,
BLENDOW MUZY FERNANDES,-3100.0,2000-12-24,Diretor,2000.0
MIGUEL SOUZA RONCETE,2743.4,1960-03-10,Desenvolvedor,1960.0
FELIPE ASSIS NOGUEIRA SILVA,5933.400000000001,1953-05-01,Desenvolvedor,1953.0
MICAEL DA SILVA BIANQUINI,8128.5,1992-12-24,Gerente,1992.0
MATHEUS IVAIR DE ASSIS SETTA,6948.5,1995-06-24,Coordenador,1995.0
ARTHUR AUGUSTO NERY SILVA,6320.6,1993-11-09,Desenvolvedor,1993.0
SAMUEL MALAQUIAS DE SOUZA OLIVEIRA,9183.300000000001,1994-01-22,Auxiliar,1994.0
Breno WILSTONY DE SOUZA MENDES,3386.25,1974-01-15,Auxiliar,1974.0
MATHEUS IVAIR DE ASSIS SETTA,8341.300000000001,1999-03-07,Desenvolvedor,1999.0
PEDRO LACERDA PORTUGAL DA SILVA,2437.05,1980-10-07,Auxiliar,1980.0
BLENDOW JOSÉ SILVA MATIAS,2179.2,1972-04-13,Analista,1972.0
VICTOR DA SILVA BIANQUINI,3670.4,1965-02-06,Trainee,1965.0
ARTHUR ASSIS NOGUEIRA SILVA,-2263.3,1953-05-18,Coordenador,1953.0
GUILHERME PAULO ALVES ALVIM,6319.500000000001,1984-12-15,Desenvolvedor,1984.0
MATHEUS AUGUSTO DE SOUSA FERRARI,6534.000000000001,,Desenvolvedor,
VICTOR SILVA RAMOS,4460.0,1993-11-28,Estagiário,1993.0
LETICIA AUGUSTO NERY SILVA,10542.0,1995-07-10,Gerente,1995.0
BLENDOW PAULO ALVES ALVIM,4901.6,1962-01-24,Estagiário,1962.0
MATHEUS AUGUSTO DE SOUSA FERRARI,-5256.0,1997-11-08,Analista,1997.0
YURI VIEIRA DEMARQUE,11208.0,1981-03-18,Gerente,1981.0
PAULO SILVINO DA SILVA,5937.8,1973-08-13,Desenvolvedor,1973.0
Breno Araujo Kuhn,8164.5,1972-09-03,Gerente,1972.0
Breno SILVA RAMOS,3831.4500000000003,1968-11-25,Auxiliar,1968.0
HIAN DA CUNHA TEIXEIRA,8072.0,1964-06-27,Diretor,1964.0
SAMUEL Araujo Kuhn,4448.8,1989-04-23,Estagiário,1989.0
Breno AUGUSTO NERY SILVA,2484.3,1957-10-06,,1957.0
VICTOR ASSIS NOGUEIRA SILVA,17212.0,1952-10-03,Diretor,1952.0
GABRIEL VICTOR ALVES,3148.0,1987-02-07,Estagiário,1987.0
MATEUS FELIPE DE SOUZA,6843.200000000001,1957-12-05,Estagiário,1957.0
SAMUEL CUNHA DE OLIVEIRA,4122.3,1951-01-25,Auxiliar,1951.0
GABRIEL SOUZA RONCETE,7701.2,1979-12-20,Coordenador,1979.0
GUILHERME FELIPE DE SOUZA,5717.400000000001,1962-08-26,Coordenador,1962.0
LUCAS IVAIR DE ASSIS SETTA,-5517.2,1985-07-28,Coordenador,1985.0
LUCAS WILSTONY DE SOUZA MENDES,10056.9,1957-03-21,Auxiliar,1957.0
RAFAEL HENRIQUE COSTA BARNABE MARAZO,6671.700000000001,1991-02-05,Auxiliar,1991.0
PEDRO VICTOR ALVES,11109.6,1989-05-07,Analista,1989.0
HIAN FELIPE DE SOUZA,3814.2000000000003,1962-09-22,Coordenador,1962.0
BLENDOW HENRIQUE COSTA BARNABE MARAZO,9665.25,1950-08-05,Auxiliar,1950.0
GABRIEL DA CUNHA TEIXEIRA,7715.400000000001,1984-12-11,Desenvolvedor,1984.0
LEVI ANTÔNIO DE SOUZA NETO,5362.5,1955-11-13,Desenvolvedor,1955.0
MARCO JOSÉ SILVA MATIAS,7836.0,2000-02-24,Diretor,2000.0
VICTOR WILSTONY DE SOUZA MENDES,2890.4,1750-06-31,Estagiário,
LUCAS FELIPE DE SOUZA,8651.5,1999-02-11,Coordenador,1999.0
HENRIQUE SILVINO DA SILVA,6199.5,1998-07-04,Gerente,1998.0
KALLEBE MATHEUS DA SILVA,5724.0,,Gerente,
MATEUS WILSTONY DE SOUZA MENDES,3880.0,1985-10-28,Estagiário,1985.0
MICAEL WILSTONY DE SOUZA MENDES,2901.8494323591663,1977-11-16,Gerente,1977.0
SAMUEL AUGUSTO NERY SILVA,19468.0,1956-12-04,Diretor,1956.0
Breno DA SILVA BIANQUINI,11386.7,2000-04-14,Coordenador,2000.0
RAFAEL Araujo Kuhn,11768.0,1996-06-03,Diretor,1996.0
LETICIA SOUZA RONCETE,16688.0,1973-03-19,Diretor,1973.0
MATEUS MURATORI DUTRA,8986.95,1959-12-01,Auxiliar,1959.0
BLENDOW STANZANI DE JESUS,3024.0,1959-07-26,Estagiário,1959.0
VICTOR PICANÇO SANTOS FERREIRA SILVA,1401.7373920563882,2000-09-24,Desenvolvedor,2000.0
MATEUS DA CUNHA TEIXEIRA,7317.6,1953-08-15,Estagiário,1953.0
HENRICO ANTÔNIO DE DECCO OLIVEIRA,8407.5,1979-08-06,Gerente,1979.0
SAMUEL IVAIR DE ASSIS SETTA,6300.0,2000-01-13,Diretor,2000.0
PEDRO AUGUSTO DE SOUSA FERRARI,3528.0,1953-12-27,Gerente,1953.0
PEDRO SOUZA RONCETE,3165.607929757363,1993-05-03,Coordenador,1993.0
MARCO QUEIROZ DE AGUIAR,4734.45,1973-13-32,Auxiliar,
LUCAS RISSON EUZEBIO,2584.4,1976-07-19,Coordenador,1976.0
PEDRO VICTOR ALVES,7975.000000000001,1993-09-18,Desenvolvedor,1993.0
JOÃO FELIPE DE SOUZA,6454.35,1968-02-09,Auxiliar,1968.0
JOÃO STANZANI DE JESUS,7189.0,1969-11-26,Coordenador,1969.0
LUCAS HENRIQUE CAÇADOR,9370.0,1996-05-18,Diretor,1996.0
GUILHERME BRENO PRADO SILVA,8745.0,,Desenvolvedor,
HENRIQUE HENRIQUE CAÇADOR,3784.0,1997-03-10,Diretor,1997.0
THIAGO JOSÉ SILVA MATIAS,3906.0,1974-08-06,Diretor,1974.0
GABRIEL FELIPE DE SOUZA,18152.0,1956-03-04,Diretor,1956.0
BLENDOW LACERDA PORTUGAL DA SILVA,13814.0,1992-10-09,Diretor,1992.0
PEDRO HENRIQUE CAÇADOR,4935.700000000001,1988-07-01,Desenvolvedor,1988.0
VICTOR LACERDA PORTUGAL DA SILVA,12304.5,1990-01-03,Coordenador,1990.0
FELIPE BRENO PRADO SILVA,9538.1,1985-04-10,Desenvolvedor,1985.0
MARCO AUGUSTO NERY SILVA,-11568.0,1991-07-12,Gerente,1991.0
HENRICO GONÇALVES DONADONI,10195.9,1998-07-21,Coordenador,1998.0
GABRIEL MATOS LIMA DA CUNHA,822.5773189251339,1966-02-28,Diretor,1966.0
LUCAS RIBAS DE MOURA,2968.8,1964-02-17,Estagiário,1964.0
MATHEUS MATOS LIMA DA CUNHA,13996.0,1990-03-18,Diretor,1990.0
SAMUEL JOSÉ SILVA MATIAS,3042.0,1981-10-01,Gerente,1981.0
GABRIEL VIEIRA DEMARQUE,3507.0,2000-12-12,Auxiliar,2000.0
YURI LACERDA PORTUGAL DA SILVA,3025.05,1965-12-25,Auxiliar,1965.0
MATEUS VIEIRA DEMARQUE,6742.05,1750-06-31,Auxiliar,
PEDRO VICTOR ALVES,1397.5,1986-10-18,Coordenador,1986.0
GUILHERME WILSTONY DE SOUZA MENDES,8678.0,1987-10-28,Diretor,1987.0
GABRIEL Araujo Kuhn,6724.200000000001,1985-09-25,Auxiliar,1985.0
SAMUEL WILSTONY DE SOUZA MENDES,5306.0,2000-03-19,Diretor,2000.0
GABRIEL MURATORI DUTRA,5857.500000000001,1971-09-28,Desenvolvedor,1971.0
LEVI WERNECK ELIZEU,1381.6000000000001,1987-11-13,Desenvolvedor,1987.0
CARLOS RISSON EUZEBIO,1534.5000000000002,1977-10-17,Desenvolvedor,1977.0
LEVI AUGUSTO DE SOUSA FERRARI,5518.8,1990-05-28,Auxiliar,1990.0
MATHEUS GONÇALVES DONADONI,3000.9,1970-08-10,Auxiliar,1970.0
GABRIEL VITOR FAÇANHA NEVES,5017.2,1991-02-06,Analista,1991.0
MIGUEL IVAIR DE ASSIS SETTA,426.27544341381196,1970-06-04,Desenvolvedor,1970.0
HENRICO AUGUSTO NERY SILVA,9081.6,1959-01-18,Desenvolvedor,1959.0
RÔMULO MUZY FERNANDES,4435.2,1983-01-13,Auxiliar,1983.0
JOÃO RISSON EUZEBIO,6093.6,1954-11-13,Estagiário,1954.0
GABRIEL Araujo Kuhn,7461.0,2000-03-19,Gerente,2000.0
PAULO HENRIQUE CAÇADOR,7634.900000000001,1996-09-23,Coordenador,1996.0
PAULO CARDOSO DINIZ,2598.0,1983-03-08,Diretor,1983.0
HENRICO MATHEUS DA SILVA,4916.1,1984-05-04,Auxiliar,1984.0
SAMUEL MUZY FERNANDES,4560.150000000001,1953-06-22,Auxiliar,1953.0
MATHEUS CARDOSO DINIZ,8079.500000000001,1998-09-28,Desenvolvedor,1998.0
MICAEL HENRIQUE CAÇADOR,7519.5,1950-05-07,Gerente,1950.0
VICTOR PICANÇO SANTOS FERREIRA SILVA,7395.0,1970-05-11,Gerente,1970.0
GABRIEL VICTOR ALVES,4922.400000000001,1970-05-11,Estag,1970.0
LETICIA WILSTONY DE SOUZA MENDES,1029.139400714736,1978-05-11,Desenvolvedor,1978.0
GABRIEL SOUZA RONCETE,3980.0,1978-08-02,Diretor,1978.0
HENRIQUE CUNHA DE OLIVEIRA,19630.0,1994-03-05,Diretor,1994.0
PEDRO WERNECK ELIZEU,4824.0,1961-05-22,Analista,1961.0
PAULO WILSTONY DE SOUZA MENDES,10886.2,1966-02-15,Coordenador,1966.0
JOÃO RIBAS DE MOURA,4669.2,1976-08-20,Analista,1976.0
JOÃO SOUZA RONCETE,13760.0,1964-10-02,Diretor,1964.0
PAULO PAULO ALVES ALVIM,11299.199999999999,2025-00-00,Analista,
TIAGO AUGUSTO NERY SILVA,3700.5,1970-11-14,Gerente,1970.0
RÔMULO SILVINO DA SILVA,6245.400000000001,1978-07-10,Auxiliar,1978.0
LUCAS BRENO PRADO SILVA,14532.0,1973-13-32,Gerente,
MICAEL MATHEUS DA SILVA,2762.4,1999-10-14,Analista,1999.0
VICTOR MATHEUS DA SILVA,10358.7,1963-04-09,Desenvolvedor,1963.0
BLENDOW AUGUSTO DE SOUSA FERRARI,10882.0,1956-05-18,,1956.0
THIAGO SOUZA RONCETE,3706.0,1956-07-18,Diretor,1956.0
SAMUEL SILVA RAMOS,3210.4,1996-08-06,Estagiário,1996.0
JOÃO QUEIROZ DE AGUIAR,3007.2,1985-05-11,Analista,1985.0
Breno CARDOSO DINIZ,10341.45,,Auxiliar,
MARCO WILSTONY DE SOUZA MENDES,12253.800000000001,1994-01-21,Coordenador,1994.0
TIAGO AUGUSTO NERY SILVA,7591.5,1997-10-02,Auxiliar,1997.0
MARCO SILVA RAMOS,2925.3,1964-10-28,Auxiliar,1964.0
SAMUEL HENRIQUE COSTA BARNABE MARAZO,13519.5,,Gerente,
BLENDOW LACERDA PORTUGAL DA SILVA,7672.35,1973-13-32,Auxiliar,
YURI DA CUNHA TEIXEIRA,3831.2000000000003,1993-09-27,Estagiário,1993.0
JOÃO CUNHA DE OLIVEIRA,8585.85,1957-06-03,Auxiliar,1957.0
PAULO SOUZA RONCETE,-6339.599999999999,2000-06-14,Analista,2000.0
GABRIEL SANTOS DA SILVA,1802.4,1965-12-14,Estagiário,1965.0
THIAGO VICTOR ALVES,-6772.700000000001,1978-03-18,Desenvolvedor,1978.0
SAMUEL IVAIR DE ASSIS SETTA,9490.8,1994-08-28,Analista,1994.0
CARLOS HENRIQUE CAÇADOR,7494.0,1976-10-27,Analista,1976.0
MATHEUS CARLOS DE SOUZA,2158.4,1978-04-21,Estagiário,1978.0
LEVI DA CUNHA TEIXEIRA,8960.0,2000-12-16,Diretor,2000.0
JOÃO QUEIROZ DE AGUIAR,9182.25,1996-03-11,Auxiliar,1996.0
YURI SILVA RAMOS,1212.75,1987-12-16,Auxiliar,1987.0
GABRIEL CUNHA DE OLIVEIRA,2491.2,2025-00-00,Analista,
THIAGO MATOS LIMA DA CUNHA,14329.5,1966-03-12,Gerente,1966.0
MATHEUS HENRIQUE COSTA BARNABE MARAZO,2283.2000000000003,1953-07-06,Estagiário,1953.0
PEDRO DA SILVA BIANQUINI,4886.7,1990-01-12,Auxiliar,1990.0
MATHEUS SANTOS DA SILVA,6575.400000000001,1995-03-15,Coordenador,1995.0
SAMUEL ANTÔNIO DE SOUZA NETO,4376.900000000001,1984-03-20,Desenvolvedor,1984.0
LEVI MATHEUS DA SILVA,5970.0,1977-03-03,Diretor,1977.0
PEDRO MALAQUIAS DE SOUZA OLIVEIRA,5610.0,1979-05-04,Analista,1979.0
RÔMULO RIBAS DE MOURA,3712.7999999999997,1957-05-10,Analista,1957.0
GABRIEL HUGO CAZULA PEREIRA,9783.9,,Auxiliar,
Breno BRENO PRADO SILVA,5875.8,1969-03-10,Auxiliar,1969.0
MATHEUS VITOR FAÇANHA NEVES,4617.6,1974-01-22,Estagiário,1974.0
VICTOR WERNECK ELIZEU,4674.0,1964-10-11,Gerente,1964.0
LETICIA VIEIRA DEMARQUE,-4708.0,1997-03-28,Desenvolvedor,1997.0
LEVI WILSTONY DE SOUZA MENDES,6424.0,1950-01-21,Estagiário,1950.0
Breno HENRIQUE CAÇADOR,2853.5,1994-10-10,Coordenador,1994.0
BLENDOW LACERDA PORTUGAL DA SILVA,10108.0,1965-08-22,Diretor,1965.0
BLENDOW STANZANI DE JESUS,4647.5,1998-12-16,Desenvolvedor,1998.0
FELIPE HENRIQUE CAÇADOR,3604.0,1979-09-01,Estagiário,1979.0
GABRIEL SILVA RAMOS,12818.0,1974-01-16,Coordenador,1974.0
MATHEUS MUZY FERNANDES,4929.599999999999,1973-02-08,Analista,1973.0
JOÃO CARDOSO DINIZ,8527.050000000001,1994-11-20,Auxiliar,1994.0
THIAGO RISSON EUZEBIO,9453.15,1982-10-11,,1982.0
GABRIEL VITOR FAÇANHA NEVES,10276.5,1989-11-16,Gerente,1989.0
VICTOR VICTOR ALVES,6934.8,1987-06-14,Analista,1987.0
FELIPE CUNHA DE OLIVEIRA,5584.8,1963-03-05,Coordenador,1963.0
VICTOR GONÇALVES DOS SANTOS,2185.214192235242,1977-06-14,Desenvolvedor,1977.0
JOÃO MATOS LIMA DA CUNHA,8869.35,1978-10-22,Auxiliar,1978.0
LUCAS AUGUSTO DE SOUSA FERRARI,7664.0,1969-12-22,Estagiário,1969.0
VICTOR JOSÉ SILVA MATIAS,1379.7,1987-05-14,Auxiliar,1987.0
KALLEBE CUNHA DE OLIVEIRA,1710.8,1955-02-21,Coordenador,1955.0
GABRIEL RISSON EUZEBIO,14785.5,1992-07-27,Gerente,1992.0
HENRIQUE MUZY FERNANDES,9956.4,1984-10-25,Analista,1984.0
HENRICO MATOS LIMA DA CUNHA,4225.6,1958-01-17,Estagiário,1958.0
THIAGO SANTOS DA SILVA,3596.0,1982-03-01,Estagiário,1982.0
MICAEL CARDOSO DINIZ,61874.07914061883,1953-07-24,Auxiliar,1953.0
VICTOR WERNECK ELIZEU,8670.0,2025-00-00,Diretor,
GABRIEL SILVA RAMOS,-4623.599999999999,1994-02-14,Analista,1994.0
VICTOR FELIPE DE SOUZA,4967.200000000001,1964-08-06,Estagiário,1964.0
PEDRO WERNECK ELIZEU,1936.2,1986-05-16,Auxilir,1986.0
MATEUS MATHEUS DA SILVA,8253.7,1953-11-15,Coordenador,1953.0
GABRIEL LACERDA PORTUGAL DA SILVA,10252.0,1960-06-13,Desenvolvedor,1960.0
LEVI CASTILHO CARDOSO,13846.5,1983-07-08,Gerente,1983.0
THIAGO SILVA RAMOS,8875.199999999999,1999-04-25,Analista,1999.0
GABRIEL MUZY FERNANDES,4468.8,1973-13-32,Auxiliar,
PAULO MALAQUIAS DE SOUZA OLIVEIRA,6896.5,1980-02-11,Coordenador,1980.0
GABRIEL AUGUSTO DE SOUSA FERRARI,6480.0,1979-01-13,Estagiário,1979.0
JOÃO Araujo Kuhn,1486.8,1952-09-28,Auxiliar,1952.0
BLENDOW GONÇALVES DONADONI,3126.0,1983-12-02,Analista,1983.0
Breno HENRIQUE COSTA BARNABE MARAZO,1773.45,1959-04-14,Auxiliar,1959.0
GABRIEL SILVINO DA SILVA,7558.5,1961-12-23,Gerente,1961.0
Breno SILVA RAMOS,11987.300000000001,1969-08-06,Coordenador,1969.0
JOÃO VIEIRA DEMARQUE,4748.8,1988-05-19,Estagiário,1988.0
PAULO STANZANI DE JESUS,3189.9,1954-05-23,Auxiliar,1954.0
VICTOR VICTOR ALVES,3166.5,1964-01-23,Gerente,1964.0
LEVI RIBAS DE MOURA,3576.3,1969-05-10,Auxiliar,1969.0
LETICIA BRENO PRADO SILVA,3701.5000000000005,1980-08-19,Desenvolvedor,1980.0
THIAGO SOUZA RONCETE,12318.0,1971-01-08,Diretor,1971.0
LEVI CARDOSO DINIZ,1485.75,1967-10-26,Auxilir,1967.0
SAMUEL HUGO CAZULA PEREIRA,-3192.8,1968-08-11,Coordenador,1968.0
THIAGO PICANÇO SANTOS FERREIRA SILVA,9479.6,1983-03-16,Coordenador,1983.0
HENRIQUE RIBEIRO AMORIM,3027.2000000000003,1965-08-06,Desenvolvedor,1965.0
KALLEBE RIBEIRO AMORIM,3558.1,1975-07-01,Coordenador,1975.0
PAULO CUNHA DE OLIVEIRA,6565.650000000001,1986-01-15,Auxiliar,1986.0
CARLOS CUNHA DE OLIVEIRA,5338.8,1982-01-14,Analista de Sistemas,1982.0
MATEUS MALAQUIAS DE SOUZA OLIVEIRA,6988.5,1983-02-08,Gerente,1983.0
YURI HUGO CAZULA PEREIRA,5863.0,1961-10-19,Coordenador,1961.0
MIGUEL PICANÇO SANTOS FERREIRA SILVA,9596.6,1986-02-25,Coordenador,1986.0
GABRIEL SILVINO DA SILVA,9583.6,1954-03-15,Coordenador,1954.0
GABRIEL HENRIQUE CAÇADOR,13368.0,,Gerente,
PEDRO SILVINO DA SILVA,2749.5,2000-04-09,Gerente,2000.0
VICTOR AUGUSTO DE SOUSA FERRARI,11061.7,1969-08-15,Coordenador,1969.0
MATHEUS MUZY FERNANDES,11718.0,1977-05-05,Analista,1977.0
YURI SILVINO DA SILVA,3225.3,1964-03-10,Coordenador,1964.0
MATEUS ASSIS NOGUEIRA SILVA,12632.0,1979-08-18,Diretor,1979.0
TIAGO WERNECK ELIZEU,4387.900000000001,1974-02-26,Desenvolvedor,1974.0
MATEUS HENRIQUE COSTA BARNABE MARAZO,4892.0,,Estagiário,
RAFAEL FELIPE DE SOUZA,7657.6,1972-06-21,Estagiário,1972.0
PAULO BRENO PRADO SILVA,4624.8,1996-01-20,Estagiário,1996.0
MATHEUS ANTÔNIO DE DECCO OLIVEIRA,7935.400000000001,1966-02-12,Desenvolvedor,1966.0
MATEUS MUZY FERNANDES,-3754.7999999999997,1976-06-09,Analista,1976.0
HIAN VITOR FAÇANHA NEVES,16452.0,1980-05-02,Diretor,1980.0
SAMUEL Araujo Kuhn,5461.2,1960-11-21,Analista,1960.0
Breno DA SILVA BIANQUINI,8299.5,1962-06-23,Desenvolvedor,1962.0
THIAGO RIBEIRO AMORIM,7705.6,1963-06-25,Estagiário,1963.0
MARCO SOUZA RONCETE,6892.5,1995-02-24,Gerente,1995.0
TIAGO Araujo Kuhn,10822.5,1991-12-07,Gerente,1991.0
FELIPE FELIPE DE SOUZA,5842.2,1958-04-25,Coordenador,1958.0
MATHEUS MALAQUIAS DE SOUZA OLIVEIRA,7776.6,1982-08-22,Coordenador,1982.0
PEDRO RISSON EUZEBIO,3584.9,1979-09-04,Desenolvedor,1979.0
PEDRO PAULO ALVES ALVIM,7896.0,1992-11-05,Diretor,1992.0
PAULO Araujo Kuhn,14190.0,1995-08-01,Gerente,1995.0
JOÃO VIEIRA DEMARQUE,1633.5,1967-03-18,Gerente,1967.0
MATEUS ANTÔNIO DE DECCO OLIVEIRA,6366.1,1969-02-07,Coordenator,1969.0
SAMUEL SILVINO DA SILVA,4207.2,1967-07-28,Estag,1967.0
SAMUEL RISSON EUZEBIO,6767.25,1965-04-10,Auxiliar,1965.0
YURI SOUZA RONCETE,9279.6,1980-07-27,Desenvolvedor,1980.0
MATEUS ANTÔNIO DE DECCO OLIVEIRA,4860.45,1982-05-25,Auxiliar,1982.0
THIAGO JOSÉ SILVA MATIAS,3027.2000000000003,1984-09-12,Desenvolvedor,1984.0
JOÃO RIBAS DE MOURA,11581.7,1961-03-11,Coordenador,1961.0
MATHEUS MALAQUIAS DE SOUZA OLIVEIRA,7270.200000000001,1950-05-14,Auxiliar,1950.0
MATEUS SILVA RAMOS,1827.2,1998-11-18,Estagiário,1998.0
GUILHERME AUGUSTO DE SOUSA FERRARI,,1972-06-09,Diretor,1972.0
LUCAS CARLOS DE SOUZA,-4315.5,2000-12-04,Auxiliar,2000.0
SAMUEL AUGUSTO NERY SILVA,4704.0,1965-05-10,Auxiliar,1965.0
MICAEL PICANÇO SANTOS FERREIRA SILVA,4195.5,1957-06-01,Gerente,1957.0
YURI IVAIR DE ASSIS SETTA,9549.0,1989-05-27,Gerente,1989.0
JOÃO SILVINO DA SILVA,5670.400000000001,1989-10-07,Estagiário,1989.0
SAMUEL SANTOS DA SILVA,13670.0,1991-02-08,Diret,1991.0
ARTHUR WILSTONY DE SOUZA MENDES,6776.4,1984-03-01,Analista,1984.0
MATEUS VICTOR ALVES,10201.199999999999,1978-05-25,Analista,1978.0
MATEUS RISSON EUZEBIO,5387.55,1953-03-12,Auxiliar,1953.0
MATEUS MUZY FERNANDES,5848.8,1750-06-31,Analista,
TIAGO Araujo Kuhn,5216.400000000001,1972-01-21,Auxiliar,1972.0
THIAGO SANTOS DA SILVA,1730.3000000000002,1964-06-23,Desenvolvedor,1964.0
THIAGO QUEIROZ DE AGUIAR,1407.2,1971-11-19,Estagiário,1971.0
CARLOS HENRIQUE COSTA BARNABE MARAZO,3494.4,,Estagiário,
PEDRO IVAIR DE ASSIS SETTA,-1584.0,1970-12-02,Estagiário,1970.0
GABRIEL HENRIQUE COSTA BARNABE MARAZO,-9112.95,1950-06-02,Auxiliar,1950.0
VICTOR QUEIROZ DE AGUIAR,6008.200000000001,1960-11-18,Desenvolvedor,1960.0
PEDRO MURATORI DUTRA,1063.1175860810472,1950-11-13,Analista,1950.0
GABRIEL Araujo Kuhn,9520.5,1964-10-06,Gerente,1964.0
YURI DA CUNHA TEIXEIRA,5524.200000000001,1950-08-01,Desenvolvedor,1950.0
MIGUEL AUGUSTO DE SOUSA FERRARI,923.2,1978-07-25,Estagiário,1978.0
TIAGO SILVINO DA SILVA,7236.8,1974-10-04,Estagiário,1974.0
BLENDOW HENRIQUE CAÇADOR,4192.650000000001,1955-02-08,Auxiliar,1955.0
MATHEUS VITOR FAÇANHA NEVES,17404.0,1982-09-21,Diretor,1982.0
FELIPE SANTOS DA SILVA,5512.1,1971-04-27,Desenvolvedor,1971.0
FELIPE STANZANI DE JESUS,5041.400000000001,1987-11-24,Coordenador,1987.0
ARTHUR MURATORI DUTRA,2635.5,1973-13-32,Gerente,
BLENDOW QUEIROZ DE AGUIAR,9482.2,1986-10-20,Coordenador,1986.0
JOÃO SILVA RAMOS,697.1634271366091,1963-02-20,Gerente,1963.0
GUILHERME RISSON EUZEBIO,9002.400000000001,1981-09-27,Desenvolvedor,1981.0
Breno VITOR FAÇANHA NEVES,10645.800000000001,1975-09-11,Desenvolvedor,1975.0
SAMUEL SANTOS DA SILVA,5510.7,1970-11-16,Coordenador,1970.0
JOÃO WERNECK ELIZEU,5859.0,1963-02-13,Gerente,1963.0
Breno QUEIROZ DE AGUIAR,7836.0,1973-09-15,Diretor,1973.0
SAMUEL FELIPE DE SOUZA,10236.0,1985-10-26,,1985.0
TIAGO VICTOR ALVES,6628.650000000001,1992-03-19,Auxiliar,1992.0
GUILHERME CUNHA DE OLIVEIRA,7210.5,1954-07-05,Gerente,1954.0
JOÃO BRENO PRADO SILVA,1024.8,1968-05-11,Estagiário,1968.0
GABRIEL WERNECK ELIZEU,10233.6,1990-02-05,Analista,1990.0
Breno MURATORI DUTRA,3648.75,1969-12-09,Auxiliar,1969.0
BLENDOW CARDOSO DINIZ,2094.457954942129,1978-12-25,Analista,1978.0
MARCO PAULO ALVES ALVIM,10379.25,1993-08-24,Auxiliar,1993.0
BLENDOW CARDOSO DINIZ,7716.0,1969-10-18,Analista,1969.0
FELIPE MATOS LIMA DA CUNHA,-9636.0,1989-05-15,Analista,1989.0
MATHEUS SILVINO DA SILVA,5771.200000000001,1995-11-16,Trainee,1995.0
HENRIQUE PICANÇO SANTOS FERREIRA SILVA,9018.0,1964-05-08,Gerente,1964.0
SAMUEL WILSTONY DE SOUZA MENDES,2293.2126350297563,1951-10-07,Analista,1951.0
LETICIA VICTOR ALVES,10083.093994734887,1997-03-02,Estagiário,1997.0
FELIPE MURATORI DUTRA,11299.199999999999,1979-04-08,Analist,1979.0
FELIPE VITOR FAÇANHA NEVES,11541.4,1962-06-01,Coordenador,1962.0
MICAEL RISSON EUZEBIO,2049.0,1996-11-15,Gerente,1996.0
THIAGO IVAIR DE ASSIS SETTA,13941.0,1987-05-15,Gerente,1987.0
MIGUEL WERNECK ELIZEU,5335.200000000001,1966-01-04,Estagiário,1966.0
LEVI PICANÇO SANTOS FERREIRA SILVA,17614.0,1951-06-03,Diretor,1951.0
PEDRO HENRIQUE CAÇADOR,1564.2,1988-11-27,Desenvolvedor,1988.0
TIAGO SANTOS DA SILVA,9117.15,1969-06-09,Auxiliar,1969.0
KALLEBE DA CUNHA TEIXEIRA,10592.4,1953-10-06,Analista,1953.0
CARLOS MATOS LIMA DA CUNHA,10389.5,1952-03-25,Desenvolvedor,1952.0
VICTOR MATOS LIMA DA CUNHA,1176.8,1958-02-17,Estagiário,1958.0
GABRIEL SEGURASSE GONÇALVES,6176.500000000001,1985-03-19,Desenvolvedor,1985.0
RÔMULO VIEIRA DEMARQUE,2274.712875684679,1951-08-08,Desenvolvedor,1951.0
THIAGO SILVINO DA SILVA,18774.0,1964-01-17,Diretor,1964.0
VICTOR SEGURASSE GONÇALVES,14086.5,1995-03-18,Gerente,1995.0
